Movie,ProductionBudget,DomesticGross,WorldwideGross
Jackass 3D,20000000,117229692,171685793
The Star,20000000,40847995,62758010
Wayne's World,20000000,121697323,183097323
The Silence of the Lambs,20000000,130726716,275726716
Wonder,20000000,132422809,312755215
Bringing Down the House,20000000,132675402,164675402
The Conjuring,20000000,137400141,317793763
La La Land,20000000,151101803,447407695
Beverly Hills Cop II,20000000,153665036,276665036
Close Encounters of the Third Kind,20000000,169100479,340800479
Home Alone 2: Lost in New York,20000000,173585516,358994850
Us,20000000,175084580,256091919
Beauty and the Beast,20000000,206333165,438656843
Raiders of the Lost Ark,20000000,225686079,367452079
School for Scoundrels,20000000,17807569,17807569
Mortal Kombat,20000000,70433227,122133227
White Chicks,20000000,69148997,111448997
Holes,20000000,67383924,71232214
Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887
Orphan,20000000,41596251,78769428
Meet the Browns,20000000,41975388,41975388
Max,20000000,42656255,43658157
Acrimony,20000000,43549096,46627836
Queen & Slim,20000000,43808310,47910892
Spotlight,20000000,45055776,91902438
The Tigger Movie,20000000,45542421,96147688
Boogeyman,20000000,46752382,67192859
Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572
Premonition,20000000,47852604,81461343
The Jungle Book 2,20000000,47901582,139924202
Peter Pan: Return to Neverland,20000000,48430258,109862682
Date Movie,20000000,48548426,85146165
Popeye,20000000,49823037,49823037
A Walk in the Clouds,20000000,50008143,50008143
Selma,20000000,52076908,66776576
A Simple Favor,20000000,53548586,97628717
Edward Scissorhands,20000000,53976987,53980220
Barbershop: The Next Cut,20000000,54030051,54404202
What Men Want,20000000,54611903,69911903
Me Before You,20000000,56245075,208265198
Drumline,20000000,56398162,56398875
12 Years a Slave,20000000,56671993,180790756
The Shack,20000000,57386418,96908458
La vita Ã¨ bella,20000000,57598247,229375361
Why Did I Get Married Too?,20000000,60095852,60831067
The Last Song,20000000,62950384,92678948
Pooh's Heffalump Movie,20000000,18098433,55686944
12 Rounds,20000000,12234694,17306648
Operation Finale,20000000,17612099,17612099
Flash of Genius,20000000,4442377,4504111
The Proposition,20000000,1903434,5313608
Can't Stop the Music,20000000,2000000,2000000
My All-American,20000000,2246000,2246000
Bon Voyage,20000000,2353728,8359720
Mononoke-hime,20000000,2374107,150345863
LBJ,20000000,2468683,2507181
Suspiria,20000000,2483472,7023292
The Last Full Measure,20000000,2949212,3321111
Synecdoche New York,20000000,3083538,4383538
The Brothers Bloom,20000000,3531756,5531756
The Cold Light of Day,20000000,3763583,25361206
Iâm Not There,20000000,4017609,12397613
Passchendaele,20000000,4452423,4453327
An American Carol,20000000,7013191,7022183
Tolkien,20000000,4535154,8967531
Hands of Stone,20000000,4712792,5031975
Birth,20000000,5005899,14603001
Alone in the Dark,20000000,5178569,10588079
Bandslam,20000000,5210988,12967829
A Scanner Darkly,20000000,5501616,7405084
A Dangerous Method,20000000,5702083,14807531
A Most Violent Year,20000000,5749134,8869722
Chasing Mavericks,20000000,6002756,8300821
Topsy Turvy,20000000,6201757,6201757
Little Boy,20000000,6485961,17769299
Strange Wilderness,20000000,6575282,6947084
Marci X,20000000,1646664,1646664
Equilibrium,20000000,1190018,5345869
Dylan Dog: Dead of Night,20000000,1186538,6093725
The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907
The Thousand Miles,20000000,0,0
Silent Hill: Revelation 3D,20000000,17530219,55975672
Dwegons and Leprechauns,20000000,0,0
Butterfly on a Wheel,20000000,0,0
The History of Love,20000000,0,476624
Survivor,20000000,0,1703281
The Touch,20000000,0,5918742
Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590
Zambezia,20000000,0,34454336
Admiral,20000000,0,38585047
Regression,20000000,55039,15824374
People I Know,20000000,121972,5694213
Les Couloirs du temps: Les visiteurs 2,20000000,146072,26146072
The Burning Plain,20000000,200730,1167092
é·æ±ä¸è (CJ7),20000000,206678,47300771
The Tempest,20000000,277943,277943
Rapa Nui,20000000,305070,305070
The Game of Their Lives,20000000,375474,375474
Steamboy,20000000,468867,10468867
By the Sea,20000000,538460,3727746
All Good Things,20000000,582024,873617
JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,43888531
Middle Men,20000000,754301,754301
The Yards,20000000,882710,2282710
The Children of Huang Shi,20000000,1031872,8221700
Willard,20000000,6882696,6882696
Fight Valley,20000000,0,0
Proof,20000000,7535331,8284331
The Greatest Story Ever Told,20000000,15473333,15473333
Bullets Over Broadway,20000000,13383747,13383747
One Night with the King,20000000,13395961,13725032
Envy,20000000,13548322,14566246
Burnt,20000000,13651946,36766293
Crank 2: High Voltage,20000000,13684249,35472739
The Man Who Knew Too Little,20000000,13801755,13801755
What's Your Number?,20000000,14011084,30163785
Disaster Movie,20000000,14190901,36720752
Lockout,20000000,14326865,33943049
Capitalism: A Love Story,20000000,14363397,19121531
Twilight,20000000,15055091,15055091
Loser,20000000,15464026,18250106
A Guy Thing,20000000,15543862,17430594
The Quiet American,20000000,12987647,26348203
Paparazzi,20000000,15712072,16612072
The Kite Runner,20000000,15800078,74180745
Armored,20000000,15988876,23661038
21 Grams,20000000,16248701,59667625
Dead Silence,20000000,16574590,20614661
Flatliners,20000000,16883115,45173738
The Country Bears,20000000,16988996,16988996
Kung Fu Hustle,20000000,17104669,102034104
Fired Up,20000000,17231291,18608570
The Zookeeperâs Wife,20000000,17445186,26308749
Home for the Holidays,20000000,17468887,22119269
Doogal,20000000,7578946,28058652
Ghost Town,20000000,13367624,29958228
The American,20000000,35606376,67950723
Triple 9,20000000,12639297,25943792
Thank You for Your Service,20000000,9479390,9985316
Machete Kills,20000000,8008161,18273009
Connie and Carla,20000000,8047525,9649039
Inherent Vice,20000000,8110975,14772346
Code Name: The Cleaner,20000000,8135024,8135024
The Man,20000000,8330720,10393696
Death at a Funeral,20000000,8580428,46285504
Sweet Charity,20000000,8000000,8000000
Battle of the Year,20000000,8888355,16723377
Superbabies: Baby Geniuses 2,20000000,9109322,9355369
Whereâd You Go Bernadette,20000000,9198356,10840632
Everybody's Fine,20000000,9208876,9208876
Ratchet and Clank,20000000,8813410,14365639
Popstar: Never Stop Never Stopping,20000000,9496130,9537120
Be Kind Rewind,20000000,11175164,30894247
Death Sentence,20000000,9534258,16907831
Undisputed,20000000,12398628,12398628
Let Me In,20000000,12134935,28270399
3 Ninjas Kick Back,20000000,11744960,11744960
The Weather Man,20000000,12482775,15466961
Mrs. Henderson Presents,20000000,11036366,27836366
We're No Angels,20000000,10555348,10555348
Deconstructing Harry,20000000,10686841,10686841
Everyone Says I Love You,20000000,9725847,34600000
The Light Between Oceans,20000000,12545979,22281732
Three to Tango,20000000,10570375,10570375
Steel Spirit,20000,1860,1860
Socrates,20000,0,849
Flywheel,20000,0,0
All Superheroes Must Die,20000,0,0
The Front Man,20000,0,0
The Harvey Girls,2931000,4100000,4100000
Cinderella,2900000,85000000,263591415
Central do Brasil,2900000,5969553,17006158
Pocketful of Miracles,2900000,5000000,5000000
Boynton Beach Club,2900000,3127472,3127472
Freakonomics,2900000,101270,172867
Griff the Invisible,2900000,20778,25935
Some Like it Hot,2883848,25000000,25035089
High Tension,2850000,3681066,6435262
Young Frankenstein,2800000,86300000,86300489
Hustle & Flow,2800000,22202809,23591783
Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
Midnight Sun,2800000,9561064,26952508
Phoenix Forgotten,2800000,3600146,3697729
Artie Lange's Beer League,2800000,475000,475000
The Omen,2800000,48570885,48577431
The Wizard of Oz,2777000,34685891,34949482
Diary of the Dead,2750000,952620,5394447
Sardaar Ji,2700000,0,8200000
Rejsen til Saturn,2700000,0,5377665
The Black Stallion,2700000,37799643,37799643
Lage Raho Munna Bhai,2700000,2217561,31517561
Indivisible,2700000,3511417,3589633
Ulee's Gold,2700000,9054736,15600000
Donovan's Reef,2686000,6600000,6600000
Diane,2660000,0,0
The Dress,2650000,16556,16556
A Guy Named Joe,2627000,5363000,5363000
Los CronocrÃ­menes,2600000,39127,564474
Fat Sick & Nearly Dead,2600000,0,0
Silver Medalist,2600000,0,0
Blazing Saddles,2600000,119500000,119500000
La Cara Oculta,2600000,0,7033931
Timber Falls,2600000,0,71248
Riding Giants,2600000,2276368,3292333
Maurice,2600000,3147950,3305831
Ida,2600000,3827060,15298355
Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880
Singin' in the Rain,2540000,7200000,7235585
Garden State,2500000,26782316,36028802
Bonnie and Clyde,2500000,50700000,50700000
A Haunted House,2500000,40041683,59922558
2016: Obamaâs America,2500000,33349941,33349941
Kevin Hart: Let Me Explain,2500000,32244051,32327255
The Spectacular Now,2500000,6852971,6916951
That Thing You Do!,2500000,25857416,34557416
Alien Uprising,2500000,0,0
8: The Mormon Proposition,2500000,100280,100280
Sleep Dealer,2500000,80136,108907
Eye of the Dolphin,2500000,72210,72260
Underdogs,2500000,35017,1392649
Anatomie,2500000,9598,9598
The Calling,2500000,0,0
Christmas Mail,2500000,0,0
Fuel,2500000,174255,174255
Stung,2500000,0,0
Sky Sharks,2500000,0,0
8 Days,2500000,0,0
Halloween II,2500000,25533818,25533818
The Rise of the Krays,2500000,0,0
Not Safe For Work,2500000,0,0
Valley of the Hearts Delight,2500000,118666,118666
Antibirth,2500000,0,0
Super,2500000,327716,593933
Hunt for the Wilderpeople,2500000,5205471,23042284
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,2500000,349132,497195
Halloween 3: Season of the Witch,2500000,14400000,14400000
Religulous,2500000,13011160,13881317
Escape from the Planet of the Apes,2500000,12300000,12300000
Hud,2500000,10000000,10000000
My Own Private Idaho,2500000,6401336,6402593
Before Sunrise,2500000,5274005,5691852
The Other End of the Line,2500000,115504,507446
Robot & Frank,2500000,3317468,4934356
Jesus' Son,2500000,1282084,1687548
Saving Face,2500000,1187266,1269705
Brick Lane,2500000,1094998,3838486
The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632
Sur Le Seuil,2500000,2013052,2013052
My Life Without Me,2500000,432360,12267275
Go For It!,2450000,180237,182358
NiktÃ©,2400000,0,1333891
The Kindergarten Teacher,2400000,0,552188
Always Woodstock,2400000,0,0
Idiocracy,2400000,444093,500296
Thr3e,2400000,1008849,1420418
Get on the Bus,2400000,5691854,5691854
This is England,2380000,327919,8739576
Bathing Beauty,2361000,3500000,3500000
The Toxic Avenger Part II,2300000,0,0
The Brave Little Toaster,2300000,0,0
Eden,2300000,0,0
Dancer Texas Pop. 81,2300000,574838,574838
Redemption Road,2300000,29384,29384
Frontera,2300000,59696,59696
Show Boat,2300000,11000000,11000000
Do You Believe?,2300000,12985600,14628921
Pinocchio,2289247,84300000,84300000
Fantasia,2280000,83320000,83320000
Friday the 13th Part 3,2250000,36690067,36690067
The French Connection,2200000,41158757,41158757
Friday the 13th Part V: A New Beginning,2200000,21930418,21930418
The Last Sin Eater,2200000,388390,388390
Louise-Michel,2200000,0,5482242
Impact Point,2200000,0,0
The Valley of Decision,2160000,9132000,9132000
Chicken Tikka Masala,2160000,0,37865
Jack Brooks: Monster Slayer,2150000,0,0
Sharkskin,2100000,0,0
The Timber,2100000,0,0
Lies in Plain Sight,2100000,0,0
Infected,2100000,0,0
[Rec],2100000,0,23266821
Mi America,2100000,3330,3330
Elling,2100000,313436,399037
Bully,2100000,881824,1381824
The Best Years of Our Lives,2100000,23600000,23600000
Super Capers,2000000,30955,30955
Eureka,2000000,49388,76654
Lost River,2000000,45431,2009644
This Thing of Ours,2000000,37227,37227
Knock Knock,2000000,36336,6328516
Growing up Smith,2000000,35312,35312
London,2000000,12667,12667
The First Time,2000000,22836,22836
Return of the Living Dead 3,2000000,21000,21000
The Missing Person,2000000,17896,17896
Pump,2000000,72277,72277
Circle,2000000,10024,10024
Roadside Romeo,2000000,55202,2046090
Hum to Mohabbt Karega,2000000,121807,121807
24 7: Twenty Four Seven,2000000,72544,72544
Saint John of Las Vegas,2000000,102645,102645
It's All Gone Pete Tong,2000000,120620,2226603
Jerusalema,2000000,7294,10679
Six-String Samurai,2000000,134624,134624
The Last Five Years,2000000,147299,205298
Sherrybaby,2000000,199176,759504
Stonewall,2000000,304602,304602
House of D,2000000,388532,466106
Subway,2000000,390659,1663296
Clockwatchers,2000000,537948,539961
The Virginity Hit,2000000,636706,636706
Dinner Rush,2000000,638227,1075504
Eden Lake,2000000,7321,4294373
Lesbian Vampire Killers,2000000,0,3620902
Say Uncle,2000000,5361,5361
Plush,2000000,3080,28864
Wind Walkers,2000000,0,0
The Curse of Downers Grove,2000000,0,0
True Bromance,2000000,0,0
The Walking Deceased,2000000,0,0
A Funny Thing Happened on the Way to the Forum,2000000,0,0
Pendulum,2000000,0,0
Lucky Dog,2000000,0,0
Coffee Town,2000000,0,0
Small Apartments,2000000,0,0
Highway,2000000,0,0
The Legend of Hellâs Gate: An American Conspira…,2000000,0,0
Straight A's,2000000,0,0
The Lady from Shanghai,2000000,0,0
Wings,2000000,0,0
Rockaway,2000000,0,0
No Man's Land: The Rise of Reeker,2000000,0,0
Nine Dead,2000000,0,0
Bananas,2000000,0,0
To Be Frank Sinatra at 100,2000000,0,926
Stitches,2000000,0,63555
Freeze Frame,2000000,0,105377
Bone Tomahawk,2000000,0,475846
Grave Encounters,2000000,0,2151887
Sharkwater,2000000,850920,1720833
The Ghastly Love of Johnny X,2000000,2436,2436
Inside Deep Throat,2000000,691880,691880
Get Real,2000000,1152411,1152411
The Babadook,2000000,950792,7482387
Before Sunset,2000000,5792822,11217346
The Florida Project,2000000,5904366,11295324
American Splendor,2000000,6003587,8685632
Meet the Mormons,2000000,6047363,6049171
Winter\'s Bone,2000000,6531503,16131551
Smoke Signals,2000000,6719300,7756617
Les Triplettes de Belleville,2000000,7301288,17400005
Witchboard,2000000,7369373,7369373
The Hustler,2000000,7600000,7600000
Gentleman's Agreement,2000000,7800000,7800000
Boom Town,2000000,9172000,9172000
Lolita,2000000,9250000,9250000
Hardcore Henry,2000000,9252038,17187434
Das Leben der Anderen,2000000,11284657,81197047
Boys Don't Cry,2000000,11540607,20741000
Silent House,2000000,12739737,16610760
To Kill A Mockingbird,2000000,13129846,13129846
Eighth Grade,2000000,13539710,14348020
It Follows,2000000,14674077,23236296
Everything You Always Wanted to Know,2000000,18016290,18016290
Sleeper,2000000,18344729,18344729
In the Heat of the Night,2000000,24379978,24407647
Notorious,2000000,24464742,24492698
Mad Max 2: The Road Warrior,2000000,24600832,24600832
From Russia With Love,2000000,24800000,78900000
Courageous,2000000,34522221,35185884
All Saints,2000000,5802208,5941994
Amores Perros,2000000,5383834,20883834
Meek's Cutoff,2000000,977772,1869928
The Company You Keep,2000000,5132442,21087760
In the Shadow of the Moon,2000000,1134358,2175587
Shark Lake,2000000,0,0
Locke,2000000,1370646,2088390
No End In Sight,2000000,1433319,1433319
The Diary of a Teenage Girl,2000000,1477002,2279959
Hamlet,2000000,1577287,2419669
The Book of Mormon Movie Volume 1: The Journey,2000000,1660865,1660865
Son of Rambow: A Home Movie,2000000,1785505,11263263
Shortbus,2000000,1985292,1985292
Nemesis,2000000,2001124,2001124
Night on Earth,2000000,2015000,2022893
Strangers with Candy,2000000,2072645,2077844
Waltz with Bashir,2000000,2283849,13912289
The Resurrection of Gavin Stone,2000000,2303792,2303792
Hearts Beat Loud,2000000,2386254,2469510
Full Frontal,2000000,2512846,3438804
Captive,2000000,2583301,2791973
Ghost Dog: The Way of the Samurai,2000000,3330230,10672492
Harsh Times,2000000,3337931,6225304
We Are Your Friends,2000000,3591417,10153415
Me and You and Everyone We Know,2000000,3885134,9615464
Alexander's Ragtime Band,2000000,4000000,4000000
Inside Job,2000000,4311834,7799257
Touching the Void,2000000,4593598,15396525
